"Ateco Code","Description","Registered","Active","Signed","Ceased","Change","Registered Societ√† di capitale","Active Societ√† di capitale","Signed Societ√† di capitale","Ceased Societ√† di capitale","Change Societ√† di capitale","Registered Societ√† di persone","Active Societ√† di persone","Signed Societ√† di persone","Ceased Societ√† di persone","Change Societ√† di eersone","Registered Ditte individuali","Active Ditte individuali","Signed Ditte individuali","Ceased Ditte individuali","Change Ditte individuali","Registered Other forms","Active Other forms","Signed Other forms","Ceased Other forms","Change Other forms","Year","Percentage active","Percentage change active","Percentage change active Societ√† di capitale","Percentage change active Societ√† di persone","Percentage change active Ditte individuali","Percentage change active Other forms","Percentage change ceased","Percentage change ceased Societ√† di capitale","Percentage change ceased Societ√† di persone","Percentage change ceased Ditte individuali","Percentage change ceased Other forms"
"P85","Istruzione                                                  ",30863,28332,1336,1364,884,9711,8314,361,317,662,4577,4199,58,192,70,6569,6520,599,525,92,10006,9299,318,330,60,"2018",91.8,0,0,0,0,0,0,0,0,0,0
"Q","Sanita' e assistenza sociale                                ",43283,38365,911,1453,1917,16146,14144,177,386,1181,7153,6457,36,243,53,4600,4521,449,382,122,15384,13243,249,442,561,"2018",88.64,35.41,70.12,53.77,-30.66,42.41,6.52,21.77,26.56,-27.24,33.94
"Q86","Assistenza sanitaria                                        ",22673,20126,406,677,1016,13153,11537,135,318,936,5558,5030,19,171,12,1939,1911,213,117,11,2023,1648,39,71,57,"2018",88.77,-47.54,-18.43,-22.1,-57.73,-87.56,-53.41,-17.62,-29.63,-69.37,-83.94
"Q87","Servizi di assistenza sociale residenziale                  ",7027,6402,159,210,430,1831,1632,18,35,154,386,328,4,15,6,915,896,73,89,43,3895,3546,64,71,227,"2018",91.11,-68.19,-85.85,-93.48,-53.11,115.17,-68.98,-88.99,-91.23,-23.93,0
"Q88","Assistenza sociale non residenziale                         ",13583,11837,346,566,471,1162,975,24,33,91,1209,1099,13,57,35,1746,1714,163,176,68,9466,8049,146,300,277,"2018",87.15,84.9,-40.26,235.06,91.29,126.99,169.52,-5.71,280,97.75,322.54
"R","Attivit‡ artistiche, sportive, di intrattenimento e diver.. ",77024,67460,2676,4145,2605,28405,22663,517,950,1845,11705,9610,61,524,179,23202,22720,1266,2120,545,13712,12467,832,551,36,"2018",87.58,469.91,2224.41,774.43,1225.55,54.89,632.33,2778.79,819.3,1104.55,83.67
"R90","Attivit‡ creative, artistiche e di intrattenimento          ",17234,14821,801,946,272,4476,3251,124,132,198,1907,1429,22,90,11,7024,6926,533,568,38,3827,3215,122,156,25,"2018",86,-78.03,-85.66,-85.13,-69.52,-74.21,-77.18,-86.11,-82.82,-73.21,-71.69
"R91","Attivit‡ di biblioteche, archivi, musei ed altre attivit‡.. ",1488,1269,46,51,39,324,258,13,11,14,134,115,1,5,6,116,113,10,8,1,914,783,22,27,18,"2018",85.28,-91.44,-92.06,-91.95,-98.37,-75.65,-94.61,-91.67,-94.44,-98.59,-82.69
"R92","Attivit‡ riguardanti le lotterie, le scommesse, le case d.. ",7914,7029,95,580,688,3786,3135,19,126,399,1149,959,4,76,74,2944,2905,72,375,215,35,30,0,3,0,"2018",88.82,453.9,1115.12,733.91,2470.8,-96.17,1037.25,1045.45,1420,4587.5,-88.89
"R93","Attivit‡ sportive, di intrattenimento e di divertimento     ",50388,44341,1734,2568,1606,19819,16019,361,681,1234,8515,7107,34,353,88,13118,12776,651,1169,291,8936,8439,688,365,-7,"2018",88,530.83,410.97,641.08,339.79,28030,342.76,440.48,364.47,211.73,12066.67
"S","Altre attivit‡ di servizi                                   ",244157,233593,10595,13046,5392,20410,16109,482,615,1513,33604,29747,314,1628,471,184244,182863,9437,10567,3219,5899,4874,362,236,189,"2018",95.67,426.81,0.56,318.56,1331.3,-42.24,408.02,-9.69,361.19,803.93,-35.34
"S94","Attivit‡ di organizzazioni associative                      ",3005,2830,319,87,91,100,75,8,5,0,25,22,0,1,0,8,8,1,0,0,2872,2725,310,81,91,"2018",94.18,-98.79,-99.53,-99.93,-100,-44.09,-99.33,-99.19,-99.94,-100,-65.68
"S95","Riparazione di computer e di beni per uso personale e per.. ",39755,38194,1786,2570,205,3161,2582,71,119,106,5118,4552,40,200,-17,31249,30895,1669,2240,112,227,165,6,11,4,"2018",96.07,1249.61,3342.67,20590.91,386087.5,-93.94,2854.02,2280,19900,Inf,-86.42
"S96","Altre attivit‡ di servizi per la persona                    ",201397,192569,8490,10389,5096,17149,13452,403,491,1407,28461,25173,274,1427,488,152987,151960,7767,8327,3107,2800,1984,46,144,94,"2018",95.62,404.19,420.99,453.01,391.86,1102.42,304.24,312.61,613.5,271.74,1209.09
"T","Attivit‡ di famiglie e convivenze come datori di lavoro p.. ",33,29,3,5,2,2,2,0,1,0,5,4,0,0,1,19,19,3,2,1,7,4,0,2,0,"2018",87.88,-99.98,-99.99,-99.98,-99.99,-99.8,-99.95,-99.8,-100,-99.98,-98.61
"T97","Attivit‡ di famiglie e convivenze come datori di lavoro p.. ",24,20,3,2,1,2,2,0,0,0,1,0,0,0,0,15,15,3,1,1,6,3,0,1,0,"2018",83.33,-31.03,0,-100,-21.05,-25,-60,-100,NA,-50,-50
"T98","Produzione di beni e servizi indifferenziati per uso prop.. ",9,9,0,3,1,0,0,0,1,0,4,4,0,0,1,4,4,0,1,0,1,1,0,1,0,"2018",100,-55,-100,Inf,-73.33,-66.67,50,Inf,NA,0,0
"U","Organizzazioni ed organismi extraterritoriali               ",10,7,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,1,0,0,"2018",70,-22.22,Inf,-100,-100,400,-100,-100,NA,-100,-100
"U99","Organizzazioni ed organismi extraterritoriali               ",10,7,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,1,0,0,"2018",70,0,0,NA,NA,0,NA,NA,NA,NA,NA
"NC","Imprese non classificate                                    ",413732,2746,136662,21126,-107897,242372,1022,80555,8585,-63298,72147,381,12294,3783,-11656,66295,780,39611,7252,-29100,32918,563,4202,1506,-3843,"2018",0.66,39128.57,51000,Inf,Inf,11160,Inf,Inf,Inf,Inf,Inf
"TOT","TOTALE                                                      ",6099672,5150743,348492,340715,1414,1714910,1177503,114939,56097,4519,993112,777090,21961,41139,-3703,3180394,3063038,203871,234654,661,211256,133112,7721,8825,-63,"2018",84.44,187472.58,115115.56,203860.63,392597.18,23543.34,1512.78,553.43,987.47,3135.71,485.99
"A","Agricoltura, silvicoltura pesca                             ",740990,732063,23338,35582,3119,20631,18065,465,419,1065,70508,68816,2661,1730,707,635216,634202,20072,33092,1109,14635,10980,140,341,238,"2019",98.8,-85.79,-98.47,-91.14,-79.3,-91.75,-89.56,-99.25,-95.79,-85.9,-96.14
"A01","Coltivazioni agricole e produzione di prodotti animali, c.. ",717166,709196,22457,34390,2838,19031,16708,427,382,985,67331,65873,2622,1590,668,618532,617640,19281,32126,1005,12272,8975,127,292,180,"2019",98.89,-3.12,-7.51,-4.28,-2.61,-18.26,-3.35,-8.83,-8.09,-2.92,-14.37
"A02","Silvicoltura ed utilizzo di aree forestali                  ",11383,10979,573,651,80,1047,938,34,17,57,1177,1078,21,48,-5,8252,8179,508,563,15,907,784,10,23,13,"2019",96.45,-98.45,-94.39,-98.36,-98.68,-91.26,-98.11,-95.55,-96.98,-98.25,-92.12
"A03","Pesca e acquacoltura                                        ",12441,11888,308,541,201,553,419,4,20,23,2000,1865,18,92,44,8432,8383,283,403,89,1456,1221,3,26,45,"2019",95.56,8.28,-55.33,73.01,2.49,55.74,-16.9,17.65,91.67,-28.42,13.04
"B","Estrazione di minerali da cave e miniere                    ",4082,2992,15,137,24,2632,1906,7,74,36,714,506,0,19,-12,587,495,7,40,0,149,85,1,4,0,"2019",73.3,-74.83,354.89,-72.87,-94.1,-93.04,-74.68,270,-79.35,-90.07,-84.62
"B05","Estrazione di carbone (esclusa torba)                       ",12,8,0,1,0,7,4,0,1,0,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,"2019",66.67,-99.73,-99.79,-99.6,-99.6,-100,-99.27,-98.65,-100,-100,-100
"B06","Estraz.di petrolio greggio e di gas naturale                ",60,44,0,4,0,48,34,0,2,0,2,1,0,0,0,8,8,0,2,0,2,1,0,0,0,"2019",73.33,450,750,-50,300,Inf,300,100,NA,Inf,NA
"B07","Estrazione di minerali metalliferi                          ",52,20,0,1,1,34,13,0,0,1,11,4,0,1,0,2,0,0,0,0,5,3,0,0,0,"2019",38.46,-54.55,-61.76,300,-100,200,-75,-100,Inf,-100,NA
"B08","Altre attivit‡ di estrazione di minerali da cave e miniere  ",3854,2831,11,126,19,2471,1795,7,68,32,694,495,0,18,-11,554,465,3,36,-1,135,76,1,4,-1,"2019",73.46,14055,13707.69,12275,Inf,2433.33,12500,Inf,1700,Inf,Inf
"B09","Attivit‡ dei servizi di supporto all'estrazione             ",104,89,4,5,4,72,60,0,3,3,4,4,0,0,-1,21,20,4,2,1,7,5,0,0,1,"2019",85.58,-96.86,-96.66,-99.19,-95.7,-93.42,-96.03,-95.59,-100,-94.44,-100
"C","Attivit‡ manifatturiere                                     ",556188,479205,16576,31549,6928,217219,169530,3285,7838,5691,112031,91588,479,4459,-631,217337,212179,12716,18926,1707,9601,5908,96,326,161,"2019",86.16,538332.58,282450,2289600,1060795,118060,630880,261166.67,Inf,946200,Inf
"C10","Industrie alimentari                                        ",66343,57917,1230,3081,1643,18506,14636,209,447,878,18531,15652,74,572,108,26713,25945,929,2002,605,2593,1684,18,60,52,"2019",87.3,-87.91,-91.37,-82.91,-87.77,-71.5,-90.23,-94.3,-87.17,-89.42,-81.6
"C11","Industria delle bevande                                     ",4408,3697,36,131,152,2400,1940,14,59,106,895,772,2,27,0,760,726,17,39,43,353,259,3,6,3,"2019",83.87,-93.62,-86.75,-95.07,-97.2,-84.62,-95.75,-86.8,-95.28,-98.05,-90
"C12","Industria del tabacco                                       ",68,35,0,2,1,43,23,0,1,1,5,5,0,0,0,1,1,0,0,0,19,6,0,1,0,"2019",51.47,-99.05,-98.81,-99.35,-99.86,-97.68,-98.47,-98.31,-100,-100,-83.33
"C13","Industrie tessili                                           ",18141,15002,482,1108,183,7636,5644,79,297,128,3737,2903,12,177,-19,6527,6335,389,622,66,241,120,2,12,8,"2019",82.7,42762.86,24439.13,57960,633400,1900,55300,29600,Inf,Inf,1100
"C14","Confezione di articoli di abbigliamento; confezione di ar.. ",52933,44942,3256,4877,685,15650,10734,249,776,441,7034,5128,31,418,-18,29588,28773,2968,3655,257,661,307,8,28,5,"2019",84.9,199.57,90.18,76.64,354.19,155.83,340.16,161.28,136.16,487.62,133.33
"C15","Fabbricazione di articoli in pelle e simili                 ",24136,19921,1058,1821,311,9549,7007,167,335,248,4294,3116,23,228,-22,10092,9702,868,1246,84,201,96,0,12,1,"2019",82.54,-55.67,-34.72,-39.24,-66.28,-68.73,-62.66,-56.83,-45.45,-65.91,-57.14
"C16","Industria del legno e dei prodotti in legno e sughero (es.. ",34772,31017,680,1905,78,7490,5724,96,230,167,8383,6954,25,336,-65,18458,18070,552,1325,-32,441,269,7,14,8,"2019",89.2,55.7,-18.31,123.17,86.25,180.21,4.61,-31.34,47.37,6.34,16.67
"C17","Fabbricazione di carta e di prodotti di carta               ",5178,4150,67,236,65,3227,2516,21,113,73,1000,776,1,36,-13,852,808,45,82,1,99,50,0,5,4,"2019",80.15,-86.62,-56.04,-88.84,-95.53,-81.41,-87.61,-50.87,-89.29,-93.81,-64.29
"C18","Stampa e riproduzione di supporti registrati                ",20041,16852,382,1052,177,7397,5520,67,315,143,5285,4316,8,233,-27,6831,6687,302,482,53,528,329,5,22,8,"2019",84.09,306.07,119.4,456.19,727.6,558,345.76,178.76,547.22,487.8,340
"C19","Fabbricazione di coke e prodotti derivanti dalla raffinaz.. ",521,372,0,11,5,447,319,0,10,8,40,27,0,1,-2,24,21,0,0,-1,10,5,0,0,0,"2019",71.4,-97.79,-94.22,-99.37,-99.69,-98.48,-98.95,-96.83,-99.57,-100,-100
"C20","Fabbricazione di prodotti chimici                           ",7500,5890,74,277,93,5588,4313,48,171,98,1084,846,2,44,-5,750,684,24,60,-1,78,47,0,2,1,"2019",78.53,1483.33,1252.04,3033.33,3157.14,840,2418.18,1610,4300,Inf,Inf
"C21","Fabbricazione di prodotti farmaceutici di base e di prepa.. ",932,741,6,29,4,845,679,6,27,7,52,36,0,0,-2,24,20,0,2,-1,11,6,0,0,0,"2019",79.51,-87.42,-84.26,-95.74,-97.08,-87.23,-89.53,-84.21,-100,-96.67,-100
"C22","Fabbricazione di articoli in gomma e materie plastiche      ",13851,11556,271,685,188,8713,7119,102,322,192,2511,1977,9,96,-29,2425,2343,158,260,24,202,117,2,7,1,"2019",83.43,1459.51,948.45,5391.67,11615,1850,2262.07,1092.59,Inf,12900,Inf
"C23","Fabbricazione di altri prodotti della lavorazione di miner. ",27682,22870,497,1265,209,11722,8644,109,354,186,6297,5053,13,225,-34,9146,8876,371,673,50,517,297,4,13,7,"2019",82.62,97.91,21.42,155.59,278.83,153.85,84.67,9.94,134.38,158.85,85.71
"C24","Metallurgia                                                 ",4480,3504,47,207,45,3084,2340,29,127,48,784,602,1,39,-5,555,531,16,38,2,57,31,1,3,0,"2019",78.21,-84.68,-72.93,-88.09,-94.02,-89.56,-83.64,-64.12,-82.67,-94.35,-76.92
"C25","Fabbricazione di prodotti in metallo (esclusi macchinari .. ",106599,93868,3047,5520,1173,43082,35528,850,1389,1290,22591,18792,113,758,-300,39390,38555,2057,3312,153,1536,993,27,61,30,"2019",88.06,2578.88,1418.29,3021.59,7160.83,3103.23,2566.67,993.7,1843.59,8615.79,1933.33
"C26","Fabbricazione di computer e prodotti di elettronica e ott.. ",11360,9091,172,583,33,7303,5552,90,308,67,1653,1260,3,84,-32,2242,2194,77,184,-4,162,85,2,7,2,"2019",80.03,-90.32,-84.37,-93.3,-94.31,-91.44,-89.44,-77.83,-88.92,-94.44,-88.52
"C27","Fabbricazione di apparecchiature elettriche ed apparecchi.. ",13730,11197,253,807,63,8097,6251,100,370,110,2429,1925,7,118,-44,2997,2910,145,313,-5,207,111,1,6,2,"2019",81.55,23.17,12.59,52.78,32.63,30.59,38.42,20.13,40.48,70.11,-14.29
"C28","Fabbricazione di macchinari ed apparecchiature nca          ",31368,26277,458,1501,150,20864,16968,299,822,342,4698,3789,13,182,-131,5476,5323,144,478,-67,330,197,2,19,6,"2019",83.77,134.68,171.44,96.83,82.92,77.48,86,122.16,54.24,52.72,216.67
"C29","Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",4094,3274,94,194,66,2679,2080,44,109,62,637,499,2,23,-5,703,657,48,60,8,75,38,0,2,1,"2019",79.97,-87.54,-87.74,-86.83,-87.66,-80.71,-87.08,-86.74,-87.36,-87.45,-89.47
"C30","Fabbricazione di altri mezzi di trasporto                   ",6694,5321,160,336,75,3917,2878,91,164,103,959,735,5,32,-12,1637,1589,63,131,-17,181,119,1,9,1,"2019",79.49,62.52,38.37,47.29,141.86,213.16,73.2,50.46,39.13,118.33,350
"C31","Fabbricazione di mobili                                     ",25507,20882,542,1375,250,10059,7174,114,443,205,6631,5289,23,272,-24,8545,8271,402,651,66,272,148,3,9,3,"2019",81.87,292.45,149.27,619.59,420.52,24.37,309.23,170.12,750,396.95,0
"C32","Altre industrie manifatturiere                              ",39977,37224,1130,2145,287,7534,6001,127,249,182,7934,7025,41,350,-12,24231,24006,958,1537,120,278,192,4,9,-3,"2019",93.11,78.26,-16.35,32.82,190.24,29.73,56,-43.79,28.68,136.1,0
"C33","Riparazione, manutenzione ed installazione di macchine ed.. ",35873,33605,2634,2401,992,11387,9940,374,400,606,4567,4111,71,208,62,19370,19152,2183,1774,303,549,402,6,19,21,"2019",93.68,-9.72,65.64,-41.48,-20.22,109.38,11.93,60.64,-40.57,15.42,111.11
"D","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",12980,12219,390,639,572,9472,8827,316,513,482,992,957,10,16,18,1977,1958,58,96,67,539,477,6,14,5,"2019",94.14,-63.64,-11.2,-76.72,-89.78,18.66,-73.39,28.25,-92.31,-94.59,-26.32
"D35","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",12980,12219,390,639,572,9472,8827,316,513,482,992,957,10,16,18,1977,1958,58,96,67,539,477,6,14,5,"2019",94.14,0,0,0,0,0,0,0,0,0,0
"E","Fornitura di acqua; reti fognarie, attivit‡ di gestione d.. ",11673,9975,101,369,246,6920,5787,59,172,213,1344,1170,2,26,-20,2079,2028,35,128,29,1330,990,5,43,24,"2019",85.45,-18.36,-34.44,22.26,3.58,107.55,-42.25,-66.47,62.5,33.33,207.14
"E36","Raccolta, trattamento e fornitura di acqua                  ",846,707,5,29,0,402,326,1,18,-7,61,54,0,3,2,80,77,1,4,-2,303,250,3,4,7,"2019",83.57,-92.91,-94.37,-95.38,-96.2,-74.75,-92.14,-89.53,-88.46,-96.88,-90.7
"E37","Gestione delle reti fognarie                                ",1448,1329,19,38,46,652,590,5,20,28,280,258,0,2,0,407,403,14,10,13,109,78,0,6,5,"2019",91.78,87.98,80.98,377.78,423.38,-68.8,31.03,11.11,-33.33,150,50
"E38","Attivit‡ di raccolta, trattamento e smaltimento dei rifiu.. ",8259,7003,65,251,194,5260,4368,41,116,189,916,782,2,17,-24,1400,1364,20,97,18,683,489,2,21,11,"2019",84.79,426.94,640.34,203.1,238.46,526.92,560.53,480,750,870,250
"E39","Attivit‡ di risanamento e altri servizi di gestione dei r.. ",1120,936,12,51,6,606,503,12,18,3,87,76,0,4,2,192,184,0,17,0,235,173,0,12,1,"2019",83.57,-86.63,-88.48,-90.28,-86.51,-64.62,-79.68,-84.48,-76.47,-82.47,-42.86
"F","Costruzioni                                                 ",827297,736694,39993,51752,8525,241007,190540,6143,7741,7451,91174,72876,888,4058,-32,465221,456066,32667,38887,691,29895,17212,295,1066,415,"2019",89.05,78606.62,37780.72,95789.47,247761.96,9849.13,101374.51,42905.56,101350,228647.06,8783.33
"F41","Costruzione di edifici                                      ",301862,243446,7173,15236,3798,153640,118480,3065,5387,3677,42549,32530,177,1796,-112,84435,81196,3798,7307,30,21238,11240,133,746,203,"2019",80.65,-66.95,-37.82,-55.36,-82.2,-34.7,-70.56,-30.41,-55.74,-81.21,-30.02
"F42","Ingegneria civile                                           ",13123,10702,314,570,262,7092,5701,148,199,192,1336,1051,2,64,1,2807,2693,113,215,9,1888,1257,51,92,60,"2019",81.55,-95.6,-95.19,-96.77,-96.68,-88.82,-96.26,-96.31,-96.44,-97.06,-87.67
"F43","Lavori di costruzione specializzati                         ",512312,482546,32506,35946,4465,80275,66359,2930,2155,3582,47289,39295,709,2198,79,377979,372177,28756,31365,652,6769,4715,111,228,152,"2019",94.19,4408.93,1063.99,3638.82,13720.16,275.1,6206.32,982.91,3334.38,14488.37,147.83
"G","Commercio all'ingrosso e al dettaglio; riparazione di aut.. ",1510992,1367078,55645,104307,28052,346001,268275,6133,12883,14630,229844,188611,1434,10699,1732,924372,902650,47966,80396,11524,10775,7542,112,329,166,"2019",90.48,183.31,304.28,379.99,142.53,59.96,190.18,497.82,386.76,156.32,44.3
"G45","Commercio all'ingrosso e al dettaglio e riparazione di au.. ",172929,158414,6196,8460,3528,44051,36038,990,1289,2105,34559,29945,204,1142,112,93358,91714,4986,6011,1283,961,717,16,18,28,"2019",91.61,-88.41,-86.57,-84.12,-89.84,-90.49,-91.89,-89.99,-89.33,-92.52,-94.53
"G46","Commercio all'ingrosso (escluso quello di autoveicoli e d.. ",504207,442193,19916,33208,7922,172483,132816,2826,6740,5685,62992,49508,342,3012,251,263755,256647,16725,23304,1932,4977,3222,23,152,54,"2019",87.7,179.14,268.54,65.33,179.83,349.37,292.53,422.89,163.75,287.69,744.44
"G47","Commercio al dettaglio (escluso quello di autoveicoli e d.. ",833856,766471,29533,62639,16602,129467,99421,2317,4854,6840,132293,109158,888,6545,1369,567259,554289,26255,51081,8309,4837,3603,73,159,84,"2019",91.92,73.33,-25.14,120.49,115.97,11.82,88.63,-27.98,117.3,119.19,4.61
"H","Trasporto e magazzinaggio                                   ",167638,148059,2997,8538,4508,44494,36505,611,1461,2516,20063,16669,46,720,95,87152,84560,2214,5708,1472,15929,10325,126,649,425,"2019",88.32,-80.68,-63.28,-84.73,-84.74,186.57,-86.37,-69.9,-89,-88.83,308.18
"H49","Trasporto terrestre e mediante condotte                     ",126881,114965,1589,6238,3068,26988,22356,174,751,1615,16288,13572,27,563,55,76520,74163,1356,4701,1184,7085,4874,32,223,214,"2019",90.61,-22.35,-38.76,-18.58,-12.3,-52.79,-26.94,-48.6,-21.81,-17.64,-65.64
"H50","Trasporto marittimo e per vie d'acqua                       ",2757,2368,71,108,117,989,707,8,40,51,319,268,4,9,6,1315,1291,55,56,59,134,102,4,3,1,"2019",85.89,-97.94,-96.84,-98.03,-98.26,-97.91,-98.27,-94.67,-98.4,-98.81,-98.65
"H51","Trasporto aereo                                             ",308,198,3,8,6,257,164,3,5,4,16,12,0,0,0,15,12,0,1,1,20,10,0,2,1,"2019",64.29,-91.64,-76.8,-95.52,-99.07,-90.2,-92.59,-87.5,-100,-98.21,-33.33
"H52","Magazzinaggio e attivit‡ di supporto ai trasporti           ",33286,26589,1127,1769,1101,14938,12237,403,613,760,2975,2441,13,107,21,6905,6723,625,638,123,8468,5188,86,411,197,"2019",79.88,13328.79,7361.59,20241.67,55925,51780,22012.5,12160,Inf,63700,20450
"H53","Servizi postali e attivit‡ di corriere                      ",4406,3939,207,415,216,1322,1041,23,52,86,465,376,2,41,13,2397,2371,178,312,105,222,151,4,10,12,"2019",89.4,-85.19,-91.49,-84.6,-64.73,-97.09,-76.54,-91.52,-61.68,-51.1,-97.57
"I","Attivit‡ dei servizi alloggio e ristorazione                ",457385,395005,16019,29537,19495,114655,91183,2048,3568,9444,139344,108076,1205,6326,2002,196790,190498,12611,19414,7874,6596,5248,155,229,175,"2019",86.36,9928.05,8659.17,28643.62,7934.5,3375.5,7017.35,6761.54,15329.27,6122.44,2190
"I55","Alloggio                                                    ",62188,56417,2834,2558,2638,22538,19201,242,526,1614,15282,13507,98,350,36,23068,22603,2469,1640,959,1300,1106,25,42,29,"2019",90.72,-85.72,-78.94,-87.5,-88.13,-78.93,-91.34,-85.26,-94.47,-91.55,-81.66
"I56","Attivit‡ dei servizi di ristorazione                        ",395197,338588,13185,26979,16857,92117,71982,1806,3042,7830,124062,94569,1107,5976,1966,173722,167895,10142,17774,6915,5296,4142,130,187,146,"2019",85.68,500.15,274.89,600.15,642.8,274.5,954.69,478.33,1607.43,983.78,345.24
"J","Servizi di informazione e comunicazione                     ",138605,122353,7086,8495,2686,72206,60365,2599,3223,2490,18906,16301,109,1057,-54,41011,40587,4280,3968,168,6482,5100,98,247,82,"2019",88.27,-63.86,-16.14,-82.76,-75.83,23.13,-68.51,5.95,-82.31,-77.68,32.09
"J58","Attivit‡ editoriali                                         ",12176,9707,274,698,200,6924,5105,101,358,178,1328,1028,6,72,1,2432,2376,140,217,18,1492,1198,27,51,3,"2019",79.72,-92.07,-91.54,-93.69,-94.15,-76.51,-91.78,-88.89,-93.19,-94.53,-79.35
"J59","Attivit‡ di produzione cinematografica, di video e di pro.. ",12762,10755,443,587,356,6737,5088,92,240,308,1470,1238,10,60,12,3613,3572,330,257,36,942,857,11,30,0,"2019",84.27,10.8,-0.33,20.43,50.34,-28.46,-15.9,-32.96,-16.67,18.43,-41.18
"J60","Attivit‡ di programmazione e trasmissione                   ",2315,1828,13,89,15,1486,1120,6,51,13,292,247,0,10,-1,129,119,0,14,2,408,342,7,14,1,"2019",78.96,-83,-77.99,-80.05,-96.67,-60.09,-84.84,-78.75,-83.33,-94.55,-53.33
"J61","Telecomunicazioni                                           ",10221,9242,250,780,155,3479,2804,67,170,142,940,764,1,61,6,5661,5563,182,545,5,141,111,0,4,2,"2019",90.42,405.58,150.36,209.31,4574.79,-67.54,776.4,233.33,510,3792.86,-71.43
"J62","Produzione di software, consulenza informatica e attivit‡.. ",51468,46428,3444,3371,1145,30110,26130,1607,1494,1050,5598,4949,48,395,-18,14740,14641,1773,1436,95,1020,708,16,46,18,"2019",90.21,402.36,831.88,547.77,163.19,537.84,332.18,778.82,547.54,163.49,1050
"J63","Attivit‡ dei servizi d'informazione e altri servizi infor.. ",49663,44393,2662,2970,815,23470,20118,726,910,799,9278,8075,44,459,-54,14436,14316,1855,1499,12,2479,1884,37,102,58,"2019",89.39,-4.38,-23.01,63.16,-2.22,166.1,-11.9,-39.09,16.2,4.39,121.74
"K","Attivit‡ finanziarie e assicurative                         ",126919,119385,7167,8480,2388,28700,23884,999,1292,1831,13554,11749,133,693,206,83333,82799,6024,6426,345,1332,953,11,69,6,"2019",94.06,168.93,18.72,45.5,478.37,-49.42,185.52,41.98,50.98,328.69,-32.35
"K64","Attivit‡ di servizi finanziari (escluse le assicurazioni .. ",20736,17431,980,963,1337,17286,14529,873,821,1234,2172,1888,86,69,101,370,358,14,27,-3,908,656,7,46,5,"2019",84.06,-85.4,-39.17,-83.93,-99.57,-31.16,-88.64,-36.46,-90.04,-99.58,-33.33
"K65","Assicurazioni, riassicurazioni e fondi pensione (escluse .. ",779,547,8,43,-6,286,174,3,14,-1,306,207,0,14,-5,123,118,5,13,0,64,48,0,2,0,"2019",70.22,-96.86,-98.8,-89.04,-67.04,-92.68,-95.53,-98.29,-79.71,-51.85,-95.65
"K66","Attivit‡ ausiliarie dei servizi finanziari e delle attivi.. ",105404,101407,6179,7474,1057,11128,9181,123,457,598,11076,9654,47,610,110,82840,82323,6005,6386,348,360,249,4,21,1,"2019",96.21,18438.76,5176.44,4563.77,69665.25,418.75,17281.4,3164.29,4257.14,49023.08,950
"L","Attivita' immobiliari                                       ",291866,254316,5299,10339,8284,160418,133750,2425,5390,5493,94781,86580,507,2830,1796,33147,32118,2345,2035,957,3520,1868,22,84,38,"2019",87.13,150.79,1356.81,796.83,-60.99,650.2,38.33,1079.43,363.93,-68.13,300
"L68","Attivita' immobiliari                                       ",291866,254316,5299,10339,8284,160418,133750,2425,5390,5493,94781,86580,507,2830,1796,33147,32118,2345,2035,957,3520,1868,22,84,38,"2019",87.13,0,0,0,0,0,0,0,0,0,0
"M","Attivit‡ professionali, scientifiche e tecniche             ",217468,194403,13772,14205,5747,108533,92481,4015,5017,5011,26940,23505,342,1945,211,68800,68008,9222,6721,301,13195,10409,193,522,224,"2019",89.39,-23.56,-30.86,-72.85,111.74,457.23,37.39,-6.92,-31.27,230.27,521.43
"M69","Attivit‡ legali e contabilit‡                               ",12661,11212,405,545,454,7065,6109,127,241,405,2378,2091,22,128,10,2409,2389,249,142,29,809,623,7,34,10,"2019",88.56,-94.23,-93.39,-91.1,-96.49,-94.01,-96.16,-95.2,-93.42,-97.89,-93.49
"M70","Attivit‡ di direzione aziendale e di consulenza gestional.. ",68057,61027,5089,4445,2902,40888,35802,1804,1993,2399,7698,6980,150,657,102,13279,13155,3046,1537,291,6192,5090,89,258,110,"2019",89.67,444.3,486.05,233.81,450.65,717.01,715.6,726.97,413.28,982.39,658.82
"M71","Attivit‡ degli studi di architettura e d'ingegneria; coll.. ",26224,23093,879,1303,400,17116,14629,410,684,378,3380,3049,26,230,-15,3977,3945,424,322,-7,1751,1470,19,67,44,"2019",88.06,-62.16,-59.14,-56.32,-70.01,-71.12,-70.69,-65.68,-64.99,-79.05,-74.03
"M72","Ricerca scientifica e sviluppo                              ",6467,5785,511,313,231,4840,4344,438,227,219,282,251,3,23,-6,230,229,50,29,-1,1115,961,20,34,19,"2019",89.45,-74.95,-70.31,-91.77,-94.2,-34.63,-75.98,-66.81,-90,-90.99,-49.25
