"";"provincia";"sesso";"classe_eta";"popolazione_2018";"popolazione_2019"
"8065";"Umbria";"femmine";"60-64 anni";29510;30064
"8066";"Umbria";"femmine";"65-69 anni";27916;27799
"8067";"Umbria";"femmine";"70-74 anni";26688;27443
"8068";"Umbria";"femmine";"75-79 anni";24020;23380
"8069";"Umbria";"femmine";"80-84 anni";21562;22026
"8070";"Umbria";"femmine";"85-89 anni";15489;15608
"8071";"Umbria";"femmine";"90-94 anni";8259;8374
"8072";"Umbria";"femmine";"95-99 anni";2320;2410
"8073";"Umbria";"femmine";"fino a 4 anni";15251;14643
"8074";"Umbria";"femmine";"totale";452293;450271
"8075";"Umbria";"maschi";"10-14 anni";20499;20551
"8076";"Umbria";"maschi";"100 anni e più";31;35
"8077";"Umbria";"maschi";"15-19 anni";19938;19823
"8078";"Umbria";"maschi";"20-24 anni";20745;20902
"8079";"Umbria";"maschi";"25-29 anni";22064;21600
"8080";"Umbria";"maschi";"30-34 anni";23196;23020
"8081";"Umbria";"maschi";"35-39 anni";26308;25551
"8082";"Umbria";"maschi";"40-44 anni";30847;29683
"8083";"Umbria";"maschi";"45-49 anni";33270;33109
"8084";"Umbria";"maschi";"5-9 anni";19280;18771
"8085";"Umbria";"maschi";"50-54 anni";33823;33553
"8086";"Umbria";"maschi";"55-59 anni";30895;31873
"8087";"Umbria";"maschi";"60-64 anni";27003;27586
"8088";"Umbria";"maschi";"65-69 anni";25432;25090
"8089";"Umbria";"maschi";"70-74 anni";23573;24535
"8090";"Umbria";"maschi";"75-79 anni";20037;19646
"8091";"Umbria";"maschi";"80-84 anni";15435;15827
"8092";"Umbria";"maschi";"85-89 anni";8966;9317
"8093";"Umbria";"maschi";"90-94 anni";3410;3340
"8094";"Umbria";"maschi";"95-99 anni";636;737
"8095";"Umbria";"maschi";"fino a 4 anni";16063;15345
"8096";"Umbria";"maschi";"totale";421451;419894
"8097";"Umbria";"totale";"10-14 anni";39859;39865
"8098";"Umbria";"totale";"100 anni e più";261;278
"8099";"Umbria";"totale";"15-19 anni";38347;38492
"8100";"Umbria";"totale";"20-24 anni";39392;39422
"8101";"Umbria";"totale";"25-29 anni";42779;41926
"8102";"Umbria";"totale";"30-34 anni";46653;45967
"8103";"Umbria";"totale";"35-39 anni";52627;51196
"8104";"Umbria";"totale";"40-44 anni";62803;60171
"8105";"Umbria";"totale";"45-49 anni";67942;67661
"8106";"Umbria";"totale";"5-9 anni";37587;36718
"8107";"Umbria";"totale";"50-54 anni";69670;69155
"8108";"Umbria";"totale";"55-59 anni";64254;66144
"8109";"Umbria";"totale";"60-64 anni";56513;57650
"8110";"Umbria";"totale";"65-69 anni";53348;52889
"8111";"Umbria";"totale";"70-74 anni";50261;51978
"8112";"Umbria";"totale";"75-79 anni";44057;43026
"8113";"Umbria";"totale";"80-84 anni";36997;37853
"8114";"Umbria";"totale";"85-89 anni";24455;24925
"8115";"Umbria";"totale";"90-94 anni";11669;11714
"8116";"Umbria";"totale";"95-99 anni";2956;3147
"8117";"Umbria";"totale";"fino a 4 anni";31314;29988
"8118";"Umbria";"totale";"totale";873744;870165
"8119";"Valle d'Aosta/Vallée d'Aoste";"femmine";"10-14 anni";2901;2897
"8120";"Valle d'Aosta/Vallée d'Aoste";"femmine";"100 anni e più";21;24
"8121";"Valle d'Aosta/Vallée d'Aoste";"femmine";"15-19 anni";2825;2847
"8122";"Valle d'Aosta/Vallée d'Aoste";"femmine";"20-24 anni";2797;2812
"8123";"Valle d'Aosta/Vallée d'Aoste";"femmine";"25-29 anni";2933;2914
"8124";"Valle d'Aosta/Vallée d'Aoste";"femmine";"30-34 anni";3186;3115
"8125";"Valle d'Aosta/Vallée d'Aoste";"femmine";"35-39 anni";3470;3411
"8126";"Valle d'Aosta/Vallée d'Aoste";"femmine";"40-44 anni";4477;4220
"8127";"Valle d'Aosta/Vallée d'Aoste";"femmine";"45-49 anni";5294;5139
"8128";"Valle d'Aosta/Vallée d'Aoste";"femmine";"5-9 anni";2818;2713
"8129";"Valle d'Aosta/Vallée d'Aoste";"femmine";"50-54 anni";5480;5469
"8130";"Valle d'Aosta/Vallée d'Aoste";"femmine";"55-59 anni";4811;4972
"8131";"Valle d'Aosta/Vallée d'Aoste";"femmine";"60-64 anni";4210;4316
"8132";"Valle d'Aosta/Vallée d'Aoste";"femmine";"65-69 anni";3913;3894
"8133";"Valle d'Aosta/Vallée d'Aoste";"femmine";"70-74 anni";3529;3731
"8134";"Valle d'Aosta/Vallée d'Aoste";"femmine";"75-79 anni";3302;3174
"8135";"Valle d'Aosta/Vallée d'Aoste";"femmine";"80-84 anni";2745;2835
"8136";"Valle d'Aosta/Vallée d'Aoste";"femmine";"85-89 anni";1958;1971
"8137";"Valle d'Aosta/Vallée d'Aoste";"femmine";"90-94 anni";953;1008
"8138";"Valle d'Aosta/Vallée d'Aoste";"femmine";"95-99 anni";283;275
"8139";"Valle d'Aosta/Vallée d'Aoste";"femmine";"fino a 4 anni";2276;2176
"8140";"Valle d'Aosta/Vallée d'Aoste";"femmine";"totale";64182;63913
"8141";"Valle d'Aosta/Vallée d'Aoste";"maschi";"10-14 anni";3084;3115
"8142";"Valle d'Aosta/Vallée d'Aoste";"maschi";"100 anni e più";4;6
"8143";"Valle d'Aosta/Vallée d'Aoste";"maschi";"15-19 anni";3095;3034
"8144";"Valle d'Aosta/Vallée d'Aoste";"maschi";"20-24 anni";3046;3083
"8145";"Valle d'Aosta/Vallée d'Aoste";"maschi";"25-29 anni";3117;3061
"8146";"Valle d'Aosta/Vallée d'Aoste";"maschi";"30-34 anni";3200;3188
"8147";"Valle d'Aosta/Vallée d'Aoste";"maschi";"35-39 anni";3543;3460
"8148";"Valle d'Aosta/Vallée d'Aoste";"maschi";"40-44 anni";4458;4194
"8149";"Valle d'Aosta/Vallée d'Aoste";"maschi";"45-49 anni";5108;5002
"8150";"Valle d'Aosta/Vallée d'Aoste";"maschi";"5-9 anni";2912;2831
"8151";"Valle d'Aosta/Vallée d'Aoste";"maschi";"50-54 anni";5451;5335
"8152";"Valle d'Aosta/Vallée d'Aoste";"maschi";"55-59 anni";4760;4981
"8153";"Valle d'Aosta/Vallée d'Aoste";"maschi";"60-64 anni";3986;4088
"8154";"Valle d'Aosta/Vallée d'Aoste";"maschi";"65-69 anni";3785;3762
"8155";"Valle d'Aosta/Vallée d'Aoste";"maschi";"70-74 anni";3300;3417
"8156";"Valle d'Aosta/Vallée d'Aoste";"maschi";"75-79 anni";2803;2767
"8157";"Valle d'Aosta/Vallée d'Aoste";"maschi";"80-84 anni";1886;1987
"8158";"Valle d'Aosta/Vallée d'Aoste";"maschi";"85-89 anni";1041;1007
"8159";"Valle d'Aosta/Vallée d'Aoste";"maschi";"90-94 anni";350;394
"8160";"Valle d'Aosta/Vallée d'Aoste";"maschi";"95-99 anni";58;57
"8161";"Valle d'Aosta/Vallée d'Aoste";"maschi";"fino a 4 anni";2484;2352
"8162";"Valle d'Aosta/Vallée d'Aoste";"maschi";"totale";61471;61121
"8163";"Valle d'Aosta/Vallée d'Aoste";"totale";"10-14 anni";5985;6012
"8164";"Valle d'Aosta/Vallée d'Aoste";"totale";"100 anni e più";25;30
"8165";"Valle d'Aosta/Vallée d'Aoste";"totale";"15-19 anni";5920;5881
"8166";"Valle d'Aosta/Vallée d'Aoste";"totale";"20-24 anni";5843;5895
"8167";"Valle d'Aosta/Vallée d'Aoste";"totale";"25-29 anni";6050;5975
"8168";"Valle d'Aosta/Vallée d'Aoste";"totale";"30-34 anni";6386;6303
"8169";"Valle d'Aosta/Vallée d'Aoste";"totale";"35-39 anni";7013;6871
"8170";"Valle d'Aosta/Vallée d'Aoste";"totale";"40-44 anni";8935;8414
"8171";"Valle d'Aosta/Vallée d'Aoste";"totale";"45-49 anni";10402;10141
"8172";"Valle d'Aosta/Vallée d'Aoste";"totale";"5-9 anni";5730;5544
"8173";"Valle d'Aosta/Vallée d'Aoste";"totale";"50-54 anni";10931;10804
"8174";"Valle d'Aosta/Vallée d'Aoste";"totale";"55-59 anni";9571;9953
"8175";"Valle d'Aosta/Vallée d'Aoste";"totale";"60-64 anni";8196;8404
"8176";"Valle d'Aosta/Vallée d'Aoste";"totale";"65-69 anni";7698;7656
"8177";"Valle d'Aosta/Vallée d'Aoste";"totale";"70-74 anni";6829;7148
"8178";"Valle d'Aosta/Vallée d'Aoste";"totale";"75-79 anni";6105;5941
"8179";"Valle d'Aosta/Vallée d'Aoste";"totale";"80-84 anni";4631;4822
"8180";"Valle d'Aosta/Vallée d'Aoste";"totale";"85-89 anni";2999;2978
"8181";"Valle d'Aosta/Vallée d'Aoste";"totale";"90-94 anni";1303;1402
"8182";"Valle d'Aosta/Vallée d'Aoste";"totale";"95-99 anni";341;332
"8183";"Valle d'Aosta/Vallée d'Aoste";"totale";"fino a 4 anni";4760;4528
"8184";"Valle d'Aosta/Vallée d'Aoste";"totale";"totale";125653;125034
"8185";"Varese";"femmine";"10-14 anni";20530;20632
"8186";"Varese";"femmine";"100 anni e più";197;208
"8187";"Varese";"femmine";"15-19 anni";19823;20013
"8188";"Varese";"femmine";"20-24 anni";19757;19911
"8189";"Varese";"femmine";"25-29 anni";21491;21415
"8190";"Varese";"femmine";"30-34 anni";23073;23054
"8191";"Varese";"femmine";"35-39 anni";26487;25745
"8192";"Varese";"femmine";"40-44 anni";32519;31292
"8193";"Varese";"femmine";"45-49 anni";35963;35490
"8194";"Varese";"femmine";"5-9 anni";20186;19725
"8195";"Varese";"femmine";"50-54 anni";37191;37213
"8196";"Varese";"femmine";"55-59 anni";32514;33592
"8197";"Varese";"femmine";"60-64 anni";28316;28953
"8198";"Varese";"femmine";"65-69 anni";27351;27025
"8199";"Varese";"femmine";"70-74 anni";26185;27136
"8200";"Varese";"femmine";"75-79 anni";23787;22967
"8201";"Varese";"femmine";"80-84 anni";19824;20568
"8202";"Varese";"femmine";"85-89 anni";13275;13660
"8203";"Varese";"femmine";"90-94 anni";6541;6715
"8204";"Varese";"femmine";"95-99 anni";1742;1860
"8205";"Varese";"femmine";"fino a 4 anni";17146;16731
"8206";"Varese";"femmine";"totale";453898;453905
"8207";"Varese";"maschi";"10-14 anni";21983;22242
"8208";"Varese";"maschi";"100 anni e più";25;26
"8209";"Varese";"maschi";"15-19 anni";21014;21259
"8210";"Varese";"maschi";"20-24 anni";21334;21468
"8211";"Varese";"maschi";"25-29 anni";22096;22146
"8212";"Varese";"maschi";"30-34 anni";23765;23479
"8213";"Varese";"maschi";"35-39 anni";26588;25977
"8214";"Varese";"maschi";"40-44 anni";33298;31755
"8215";"Varese";"maschi";"45-49 anni";36354;36161
"8216";"Varese";"maschi";"5-9 anni";21315;20747
"8217";"Varese";"maschi";"50-54 anni";37406;37235
"8218";"Varese";"maschi";"55-59 anni";31322;32843
"8219";"Varese";"maschi";"60-64 anni";26323;26799
"8220";"Varese";"maschi";"65-69 anni";24626;24421
"8221";"Varese";"maschi";"70-74 anni";22591;23345
"8222";"Varese";"maschi";"75-79 anni";19175;18527
"8223";"Varese";"maschi";"80-84 anni";13883;14675
"8224";"Varese";"maschi";"85-89 anni";7166;7559
"8225";"Varese";"maschi";"90-94 anni";2404;2501
"8226";"Varese";"maschi";"95-99 anni";465;471
"8227";"Varese";"maschi";"fino a 4 anni";18054;17335
"8228";"Varese";"maschi";"totale";431187;430971
"8229";"Varese";"totale";"10-14 anni";42513;42874
"8230";"Varese";"totale";"100 anni e più";222;234
"8231";"Varese";"totale";"15-19 anni";40837;41272
"8232";"Varese";"totale";"20-24 anni";41091;41379
"8233";"Varese";"totale";"25-29 anni";43587;43561
"8234";"Varese";"totale";"30-34 anni";46838;46533
"8235";"Varese";"totale";"35-39 anni";53075;51722
"8236";"Varese";"totale";"40-44 anni";65817;63047
"8237";"Varese";"totale";"45-49 anni";72317;71651
"8238";"Varese";"totale";"5-9 anni";41501;40472
"8239";"Varese";"totale";"50-54 anni";74597;74448
"8240";"Varese";"totale";"55-59 anni";63836;66435
"8241";"Varese";"totale";"60-64 anni";54639;55752
"8242";"Varese";"totale";"65-69 anni";51977;51446
"8243";"Varese";"totale";"70-74 anni";48776;50481
"8244";"Varese";"totale";"75-79 anni";42962;41494
"8245";"Varese";"totale";"80-84 anni";33707;35243
"8246";"Varese";"totale";"85-89 anni";20441;21219
"8247";"Varese";"totale";"90-94 anni";8945;9216
"8248";"Varese";"totale";"95-99 anni";2207;2331
"8249";"Varese";"totale";"fino a 4 anni";35200;34066
"8250";"Varese";"totale";"totale";885085;884876
"8251";"Veneto";"femmine";"10-14 anni";114340;113863
"8252";"Veneto";"femmine";"100 anni e più";951;985
"8253";"Veneto";"femmine";"15-19 anni";112336;112756
"8254";"Veneto";"femmine";"20-24 anni";112443;113621
"8255";"Veneto";"femmine";"25-29 anni";119582;118577
"8256";"Veneto";"femmine";"30-34 anni";127282;126189
"8257";"Veneto";"femmine";"35-39 anni";142758;138997
"8258";"Veneto";"femmine";"40-44 anni";178459;169659
"8259";"Veneto";"femmine";"45-49 anni";200462;198836
"8260";"Veneto";"femmine";"5-9 anni";107924;105210
"8261";"Veneto";"femmine";"50-54 anni";208323;207147
"8262";"Veneto";"femmine";"55-59 anni";186330;193289
"8263";"Veneto";"femmine";"60-64 anni";159402;163908
"8264";"Veneto";"femmine";"65-69 anni";145769;146064
"8265";"Veneto";"femmine";"70-74 anni";138720;141543
"8266";"Veneto";"femmine";"75-79 anni";125832;124231
"8267";"Veneto";"femmine";"80-84 anni";102793;105635
"8268";"Veneto";"femmine";"85-89 anni";70648;71956
"8269";"Veneto";"femmine";"90-94 anni";36886;37307
"8270";"Veneto";"femmine";"95-99 anni";10264;10788
"8271";"Veneto";"femmine";"fino a 4 anni";92188;88855
"8272";"Veneto";"femmine";"totale";2493692;2489416
"8273";"Veneto";"maschi";"10-14 anni";121135;120732
"8274";"Veneto";"maschi";"100 anni e più";125;157
"8275";"Veneto";"maschi";"15-19 anni";119974;120831
"8276";"Veneto";"maschi";"20-24 anni";123297;124141
"8277";"Veneto";"maschi";"25-29 anni";124924;124887
"8278";"Veneto";"maschi";"30-34 anni";127912;127628
"8279";"Veneto";"maschi";"35-39 anni";144175;140027
"8280";"Veneto";"maschi";"40-44 anni";180653;171248
"8281";"Veneto";"maschi";"45-49 anni";204610;202309
"8282";"Veneto";"maschi";"5-9 anni";114179;110961
"8283";"Veneto";"maschi";"50-54 anni";209414;208902
"8284";"Veneto";"maschi";"55-59 anni";183226;190122
"8285";"Veneto";"maschi";"60-64 anni";152075;156618
"8286";"Veneto";"maschi";"65-69 anni";136265;136620
"8287";"Veneto";"maschi";"70-74 anni";123599;126501
"8288";"Veneto";"maschi";"75-79 anni";103295;102168
"8289";"Veneto";"maschi";"80-84 anni";72137;76094
"8290";"Veneto";"maschi";"85-89 anni";37232;39345
"8291";"Veneto";"maschi";"90-94 anni";13017;13672
"8292";"Veneto";"maschi";"95-99 anni";2446;2601
"8293";"Veneto";"maschi";"fino a 4 anni";97208;94153
"8294";"Veneto";"maschi";"totale";2390898;2389717
"8295";"Veneto";"totale";"10-14 anni";235475;234595
"8296";"Veneto";"totale";"100 anni e più";1076;1142
"8297";"Veneto";"totale";"15-19 anni";232310;233587
"8298";"Veneto";"totale";"20-24 anni";235740;237762
"8299";"Veneto";"totale";"25-29 anni";244506;243464
"8300";"Veneto";"totale";"30-34 anni";255194;253817
"8301";"Veneto";"totale";"35-39 anni";286933;279024
"8302";"Veneto";"totale";"40-44 anni";359112;340907
"8303";"Veneto";"totale";"45-49 anni";405072;401145
"8304";"Veneto";"totale";"5-9 anni";222103;216171
"8305";"Veneto";"totale";"50-54 anni";417737;416049
"8306";"Veneto";"totale";"55-59 anni";369556;383411
"8307";"Veneto";"totale";"60-64 anni";311477;320526
"8308";"Veneto";"totale";"65-69 anni";282034;282684
"8309";"Veneto";"totale";"70-74 anni";262319;268044
"8310";"Veneto";"totale";"75-79 anni";229127;226399
"8311";"Veneto";"totale";"80-84 anni";174930;181729
"8312";"Veneto";"totale";"85-89 anni";107880;111301
"8313";"Veneto";"totale";"90-94 anni";49903;50979
"8314";"Veneto";"totale";"95-99 anni";12710;13389
"8315";"Veneto";"totale";"fino a 4 anni";189396;183008
"8316";"Veneto";"totale";"totale";4884590;4879133
"8317";"Venezia";"femmine";"10-14 anni";18701;18533
"8318";"Venezia";"femmine";"100 anni e più";172;182
"8319";"Venezia";"femmine";"15-19 anni";18343;18530
"8320";"Venezia";"femmine";"20-24 anni";18539;18804
"8321";"Venezia";"femmine";"25-29 anni";19739;19547
"8322";"Venezia";"femmine";"30-34 anni";20995;20770
"8323";"Venezia";"femmine";"35-39 anni";23496;22779
"8324";"Venezia";"femmine";"40-44 anni";30657;28882
"8325";"Venezia";"femmine";"45-49 anni";35434;35092
"8326";"Venezia";"femmine";"5-9 anni";17452;16947
"8327";"Venezia";"femmine";"50-54 anni";37382;36888
"8328";"Venezia";"femmine";"55-59 anni";34484;35646
"8329";"Venezia";"femmine";"60-64 anni";29532;30315
"8330";"Venezia";"femmine";"65-69 anni";26877;26806
"8331";"Venezia";"femmine";"70-74 anni";26320;26677
"8332";"Venezia";"femmine";"75-79 anni";24085;23838
"8333";"Venezia";"femmine";"80-84 anni";19601;20091
"8334";"Venezia";"femmine";"85-89 anni";12948;13272
"8335";"Venezia";"femmine";"90-94 anni";6631;6720
"8336";"Venezia";"femmine";"95-99 anni";1853;1917
"8337";"Venezia";"femmine";"fino a 4 anni";14648;14191
"8338";"Venezia";"femmine";"totale";437889;436427
"8339";"Venezia";"maschi";"10-14 anni";19959;19950
"8340";"Venezia";"maschi";"100 anni e più";29;27
"8341";"Venezia";"maschi";"15-19 anni";20169;20295
"8342";"Venezia";"maschi";"20-24 anni";20279;20549
"8343";"Venezia";"maschi";"25-29 anni";20300;20403
"8344";"Venezia";"maschi";"30-34 anni";21159;20868
"8345";"Venezia";"maschi";"35-39 anni";23905;23031
"8346";"Venezia";"maschi";"40-44 anni";30835;29152
"8347";"Venezia";"maschi";"45-49 anni";35548;34908
"8348";"Venezia";"maschi";"5-9 anni";18731;18139
"8349";"Venezia";"maschi";"50-54 anni";36516;36417
"8350";"Venezia";"maschi";"55-59 anni";32630;33784
"8351";"Venezia";"maschi";"60-64 anni";26870;27773
"8352";"Venezia";"maschi";"65-69 anni";24441;24231
"8353";"Venezia";"maschi";"70-74 anni";23217;23531
"8354";"Venezia";"maschi";"75-79 anni";19621;19611
"8355";"Venezia";"maschi";"80-84 anni";13591;14189
"8356";"Venezia";"maschi";"85-89 anni";6960;7410
"8357";"Venezia";"maschi";"90-94 anni";2429;2500
"8358";"Venezia";"maschi";"95-99 anni";455;487
"8359";"Venezia";"maschi";"fino a 4 anni";15524;15147
"8360";"Venezia";"maschi";"totale";413168;412402
"8361";"Venezia";"totale";"10-14 anni";38660;38483
"8362";"Venezia";"totale";"100 anni e più";201;209
"8363";"Venezia";"totale";"15-19 anni";38512;38825
"8364";"Venezia";"totale";"20-24 anni";38818;39353
"8365";"Venezia";"totale";"25-29 anni";40039;39950
"8366";"Venezia";"totale";"30-34 anni";42154;41638
"8367";"Venezia";"totale";"35-39 anni";47401;45810
"8368";"Venezia";"totale";"40-44 anni";61492;58034
"8369";"Venezia";"totale";"45-49 anni";70982;70000
"8370";"Venezia";"totale";"5-9 anni";36183;35086
"8371";"Venezia";"totale";"50-54 anni";73898;73305
"8372";"Venezia";"totale";"55-59 anni";67114;69430
"8373";"Venezia";"totale";"60-64 anni";56402;58088
"8374";"Venezia";"totale";"65-69 anni";51318;51037
"8375";"Venezia";"totale";"70-74 anni";49537;50208
"8376";"Venezia";"totale";"75-79 anni";43706;43449
"8377";"Venezia";"totale";"80-84 anni";33192;34280
"8378";"Venezia";"totale";"85-89 anni";19908;20682
"8379";"Venezia";"totale";"90-94 anni";9060;9220
"8380";"Venezia";"totale";"95-99 anni";2308;2404
"8381";"Venezia";"totale";"fino a 4 anni";30172;29338
"8382";"Venezia";"totale";"totale";851057;848829
"8383";"Verbano-Cusio-Ossola";"femmine";"10-14 anni";3180;3192
"8384";"Verbano-Cusio-Ossola";"femmine";"100 anni e più";46;37
"8385";"Verbano-Cusio-Ossola";"femmine";"15-19 anni";3238;3229
"8386";"Verbano-Cusio-Ossola";"femmine";"20-24 anni";3420;3386
"8387";"Verbano-Cusio-Ossola";"femmine";"25-29 anni";3477;3452
"8388";"Verbano-Cusio-Ossola";"femmine";"30-34 anni";3467;3451
"8389";"Verbano-Cusio-Ossola";"femmine";"35-39 anni";3955;3878
"8390";"Verbano-Cusio-Ossola";"femmine";"40-44 anni";5445;5072
"8391";"Verbano-Cusio-Ossola";"femmine";"45-49 anni";6486;6337
"8392";"Verbano-Cusio-Ossola";"femmine";"5-9 anni";3016;2919
"8393";"Verbano-Cusio-Ossola";"femmine";"50-54 anni";7006;6971
"8394";"Verbano-Cusio-Ossola";"femmine";"55-59 anni";6217;6472
"8395";"Verbano-Cusio-Ossola";"femmine";"60-64 anni";5619;5619
"8396";"Verbano-Cusio-Ossola";"femmine";"65-69 anni";5320;5384
"8397";"Verbano-Cusio-Ossola";"femmine";"70-74 anni";5132;5182
"8398";"Verbano-Cusio-Ossola";"femmine";"75-79 anni";4785;4668
"8399";"Verbano-Cusio-Ossola";"femmine";"80-84 anni";4095;4217
"8400";"Verbano-Cusio-Ossola";"femmine";"85-89 anni";2832;2904
"8401";"Verbano-Cusio-Ossola";"femmine";"90-94 anni";1369;1391
"8402";"Verbano-Cusio-Ossola";"femmine";"95-99 anni";384;410
"8403";"Verbano-Cusio-Ossola";"femmine";"fino a 4 anni";2457;2337
"8404";"Verbano-Cusio-Ossola";"femmine";"totale";80946;80508
"8405";"Verbano-Cusio-Ossola";"maschi";"10-14 anni";3407;3373
"8406";"Verbano-Cusio-Ossola";"maschi";"100 anni e più";5;6
"8407";"Verbano-Cusio-Ossola";"maschi";"15-19 anni";3599;3636
"8408";"Verbano-Cusio-Ossola";"maschi";"20-24 anni";3777;3716
"8409";"Verbano-Cusio-Ossola";"maschi";"25-29 anni";3694;3724
"8410";"Verbano-Cusio-Ossola";"maschi";"30-34 anni";3824;3745
"8411";"Verbano-Cusio-Ossola";"maschi";"35-39 anni";4227;4026
"8412";"Verbano-Cusio-Ossola";"maschi";"40-44 anni";5313;5008
"8413";"Verbano-Cusio-Ossola";"maschi";"45-49 anni";6516;6331
"8414";"Verbano-Cusio-Ossola";"maschi";"5-9 anni";3087;3009
"8415";"Verbano-Cusio-Ossola";"maschi";"50-54 anni";6911;6818
"8416";"Verbano-Cusio-Ossola";"maschi";"55-59 anni";6122;6390
"8417";"Verbano-Cusio-Ossola";"maschi";"60-64 anni";5304;5398
"8418";"Verbano-Cusio-Ossola";"maschi";"65-69 anni";5027;4976
"8419";"Verbano-Cusio-Ossola";"maschi";"70-74 anni";4506;4655
"8420";"Verbano-Cusio-Ossola";"maschi";"75-79 anni";3824;3698
"8421";"Verbano-Cusio-Ossola";"maschi";"80-84 anni";2778;2940
